"","method","bias","rmse","coverage"
"1","RDD",-0.248808267973481,21.0601266703155,5.62
"2","RDD_half_bw",-0.0749914232087679,28.1520320012051,4.69
"3","RDD_double_bw",-1.43916975249071,15.8005046802365,5.25
"4","OLS",-12.1279508367511,15.2859408997225,25.57
"5","Forest_ATE",-1.66937037761318,17.2765710897227,4.99000000000001
"6","Forest_ATT",-1.19866348320303,17.8344843262038,5.33
"7","Forest_overlap",-1.96878788453641,7.33771873024855,5.72
"8","Forest_close_ATE",-1.66248996964953,28.1581744480008,1.38
"9","Forest_close_ATT",-3.73201507973145,18.581270100253,3.38000000000001
"10","Forest_close_overlap",-0.189561454259293,7.81502266255716,4.91
"11","Forest_very_close_ATE",-0.87251832288236,46.2278119631852,1.24
"12","Forest_very_close_ATT",-4.31694015117096,22.254016527873,3
"13","Forest_very_close_overlap",1.01949408187869,9.93385162833058,5.22
"14","McCrary",NA,NA,5.62
