"","method","bias","rmse","coverage"
"1","RDD",0.313314336640065,24.1311880534956,5.52
"2","RDD_half_bw",0.0745493896208664,32.1246479761409,4.69
"3","RDD_double_bw",0.835841604606377,17.9744930294248,5.08
"4","OLS",4.9644949766329,11.776483734382,7.33
"5","Forest_ATE",-0.634526036000596,24.9380346620092,4.98
"6","Forest_ATT",-0.721222303425861,23.350469619237,5.16
"7","Forest_overlap",-0.775193257301425,9.05860727429526,5.32
"8","Forest_close_ATE",-2.08828601868536,38.9345327823946,1.33
"9","Forest_close_ATT",-2.85228388117774,23.9819216283971,3.23
"10","Forest_close_overlap",-0.82892639603392,9.96847800603267,5.1
"11","Forest_very_close_ATE",-3.3099261637531,63.0084404380641,1.15
"12","Forest_very_close_ATT",-3.85926807802238,28.5627395887881,2.79
"13","Forest_very_close_overlap",-0.898701687857919,12.5871539575084,5.11
"14","McCrary",NA,NA,5.62
