"","method","bias","rmse","coverage"
"1","RDD",-1.5934918321581,19.9778643662167,5.72
"2","RDD_half_bw",-0.743998837670222,26.6215113893948,5.1
"3","RDD_double_bw",-7.16557086217612,17.0959172793433,9.31
"4","OLS",-54.8568624328642,55.6109318581919,100
"5","Forest_ATE",-3.06993496289997,11.1365654962244,6.97
"6","Forest_ATT",-2.24490019756985,9.9083559496072,5.79
"7","Forest_overlap",-3.11194798625787,4.58055435091977,12.07
"8","Forest_close_ATE",-1.29375570208298,19.9149431468634,1.55999999999999
"9","Forest_close_ATT",-3.64453449144289,10.6367548082212,5.18999999999999
"10","Forest_close_overlap",0.153024471422501,3.90069106740767,4.39000000000001
"11","Forest_very_close_ATE",1.63340504191925,24.9752412078574,1.65
"12","Forest_very_close_ATT",-3.0205913299487,11.8905098585026,3.7
"13","Forest_very_close_overlap",2.30627951396983,5.42341875852064,6.67
"14","McCrary",NA,NA,5.62
