"","method","bias","rmse","coverage"
"1","RDD",-0.799254571783551,19.5428813815654,5.74
"2","RDD_half_bw",-0.36571934741804,26.1478651631847,5.01
"3","RDD_double_bw",-3.74158621175783,15.2141757268003,6.48
"4","OLS",-29.2195813127627,30.4830378602144,91.8
"5","Forest_ATE",-2.41027904587529,13.6884287839359,5.42
"6","Forest_ATT",-1.77997582285519,13.8975895198138,5.2
"7","Forest_overlap",-2.62287622072645,5.99660858980729,6.99
"8","Forest_close_ATE",-1.47758977995718,21.6761531485989,1.48
"9","Forest_close_ATT",-3.98815944416567,14.6341168223131,3.85
"10","Forest_close_overlap",0.0844188119463632,6.02939409479968,5.06
"11","Forest_very_close_ATE",0.554875827908757,36.7471775974879,1.57
"12","Forest_very_close_ATT",-4.01833315935815,17.4451749683579,3.36
"13","Forest_very_close_overlap",1.94387614033594,7.80778044618686,5.74
"14","McCrary",NA,NA,5.62
