"","method","bias","rmse","coverage"
"1","RDD",-1.34003257471271,19.4780648285051,5.81
"2","RDD_half_bw",-0.580855451802088,25.9792864480333,5.08999999999999
"3","RDD_double_bw",-6.04944754612971,16.1669242420604,8.09
"4","OLS",-46.3111099626763,47.1399649599116,99.96
"5","Forest_ATE",-2.95470414093592,11.5965324665194,6.03
"6","Forest_ATT",-2.18809989941109,10.948912337936,5.61
"7","Forest_overlap",-2.99110415337035,4.94194612180378,10.15
"8","Forest_close_ATE",-1.39605548307259,19.2452583293009,1.65
"9","Forest_close_ATT",-3.79621651706872,11.6565859729108,4.46
"10","Forest_close_overlap",0.164296451509165,4.50201907203777,4.6
"11","Forest_very_close_ATE",1.22956425317103,26.2353233816184,1.59
"12","Forest_very_close_ATT",-3.38873929800825,13.4343794413423,3.49
"13","Forest_very_close_overlap",2.25494588479195,6.06914087932022,6.4
"14","McCrary",NA,NA,5.62
