"","method","bias","rmse","coverage"
"1","RDD",-1.06254043783943,19.3437553914525,5.79
"2","RDD_half_bw",-0.482118196799416,25.8054255489219,4.94
"3","RDD_double_bw",-4.91734996972296,15.5148099248416,7.32
"4","OLS",-37.765351087025,38.7433880087796,99.25
"5","Forest_ATE",-2.78898380957393,12.7065686507802,5.55
"6","Forest_ATT",-2.0565514324604,12.4396079530419,5.38
"7","Forest_overlap",-2.83882262172503,5.42727431659411,8.38
"8","Forest_close_ATE",-1.6245451992788,20.8276716599225,1.55
"9","Forest_close_ATT",-3.98654364183403,13.2061482264456,4.3
"10","Forest_close_overlap",0.129278384030462,5.23608316413164,4.92
"11","Forest_very_close_ATE",0.738568619557233,30.6461022949264,1.52
"12","Forest_very_close_ATT",-3.7426757978968,15.4704866469419,3.38000000000001
"13","Forest_very_close_overlap",2.15455955177672,6.88604172978104,6.08
"14","McCrary",NA,NA,5.62
