"method","bias","rmse","coverage"
"RDD",0.507481355882655,23.7490148610916,5.22044088176352
"RDD_half_bw",0.114682042408054,31.6314156142959,4.53907815631263
"RDD_double_bw",1.93476316683487,17.8426223668724,5.07014028056112
"OLS",13.5059130427707,17.1736798556849,23.687374749499
"Forest_ATE",-0.485193111546456,18.0619187082332,4.97995991983968
"Forest_ATT",-0.779641295245681,21.2148635930715,5.42084168336673
"Forest_overlap",0.00143654634221502,8.92306872880413,5.0501002004008
"Forest_close_ATE",-2.72064715148542,27.671630488422,1.54308617234469
"Forest_close_ATT",-2.10876988138635,21.6943930791674,3.13627254509018
"Forest_close_overlap",-1.16923638330987,9.89945886328095,5.02004008016032
"Forest_very_close_ATE",-5.01079809044471,46.4616143029586,1.2124248496994
"Forest_very_close_ATT",-3.15427346685758,26.3464975642542,2.83567134268538
"Forest_very_close_overlap",-2.09054588654815,12.5677771316145,5.04008016032064
"McCrary",NA,NA,5.60120240480962
