"method","bias","rmse","coverage"
"RDD",-0.051642704738275,21.2274621981586,5.45090180360721
"RDD_half_bw",-0.324535588184427,28.2874667477421,4.78957915831664
"RDD_double_bw",1.47362652042036,16.0610628795065,5.31062124248497
"OLS",13.43773542616,16.3768641049143,28.376753507014
"Forest_ATE",-0.274532696396523,16.9344507813194,4.75951903807615
"Forest_ATT",-0.473227693653633,19.7559823813558,5.15030060120241
"Forest_overlap",-0.203980466268061,7.88285316133373,4.68937875751503
"Forest_close_ATE",-2.33984508536076,25.8741703978417,1.38276553106212
"Forest_close_ATT",-1.87368908253864,20.2681280821616,3.07615230460921
"Forest_close_overlap",-1.24454425381862,8.86711342249873,4.9498997995992
"Forest_very_close_ATE",-4.10658472950723,44.2231728835846,1.41282565130261
"Forest_very_close_ATT",-2.81710462732401,24.7738643522579,2.87575150300601
"Forest_very_close_overlap",-2.1496277404205,11.1442713141544,5.24048096192384
"McCrary",NA,NA,6.13226452905812
