"method","bias","rmse","coverage"
"RDD",3.91140056922199,152.278985795657,6.76352705410822
"RDD_half_bw",2.0693833136757,208.912183786729,7.68537074148297
"RDD_double_bw",5.50718338016067,113.857900466604,5.92184368737475
"OLS",14.690537083811,69.0212115925632,5.16032064128257
"Forest_ATE",9.08511447498892,74.2551082339729,7.00400801603206
"Forest_ATT",5.31994532053508,82.0009809002718,6.30260521042084
"Forest_overlap",16.3877119692716,59.8897921132636,5.16032064128257
"Forest_close_ATE",-0.506057666840587,102.158002234026,2.71543086172344
"Forest_close_ATT",2.16513856213529,89.0309009385407,5.04008016032064
"Forest_close_overlap",7.7026047035256,66.8146533642331,5.02004008016032
"Forest_very_close_ATE",-9.59218408791911,165.38499894,2.24448897795592
"Forest_very_close_ATT",-0.0850092730265151,110.719769101981,4.63927855711422
"Forest_very_close_overlap",2.17279313279237,85.2868521564675,5.12024048096192
"McCrary",NA,NA,5.66132264529058
