"","method","bias","rmse","coverage"
"1","RDD",0.420052741389842,23.3486804895306,5.81
"2","RDD_half_bw",0.132121349529386,31.5178830344757,5.28
"3","RDD_double_bw",1.93708556748251,17.7920535727143,5.56
"4","OLS",35.4281987296008,36.9392314510074,92.14
"5","Forest_ATE",24.2920472829405,35.5370897579732,41.52
"6","Forest_ATT",24.7118366162253,33.7893860324945,32.77
"7","Forest_overlap",22.3611317585903,23.9946835707283,72.58
"8","Forest_close_ATE",14.5004374350504,42.5042521029505,7.03
"9","Forest_close_ATT",14.7799346230585,27.8846240776077,11.78
"10","Forest_close_overlap",14.6919895137992,17.7755058879696,35.19
"11","Forest_very_close_ATE",6.1653924833697,69.9599401857026,1.78
"12","Forest_very_close_ATT",8.5609646658582,29.3968192585909,4.73
"13","Forest_very_close_overlap",9.03346317466398,15.141254057784,13.3
"14","McCrary",NA,NA,6.05
