"","method","bias","rmse","coverage"
"1","RDD",0.515274364849556,23.4981522140949,5.80000000000001
"2","RDD_half_bw",0.287245576505972,31.5731438177571,5.18999999999999
"3","RDD_double_bw",1.93238347566346,17.8905033248175,5.73
"4","OLS",44.1557065225792,45.3749519899854,98.87
"5","Forest_ATE",33.9156558871983,42.3265405197371,65.46
"6","Forest_ATT",34.6143581119938,41.4490155977114,54.4
"7","Forest_overlap",31.2840241599312,32.4647446992083,95.15
"8","Forest_close_ATE",20.888324332977,42.8528955342965,13.85
"9","Forest_close_ATT",21.1891877670153,31.6775094929769,21.12
"10","Forest_close_overlap",20.9371115342379,23.3011504987397,58.04
"11","Forest_very_close_ATE",10.0322404337071,64.9583485788757,2.28
"12","Forest_very_close_ATT",12.9116843990894,30.7747657303893,6.98
"13","Forest_very_close_overlap",13.3822827477248,18.1483125667063,22.58
"14","McCrary",NA,NA,6.05
