"","method","bias","rmse","coverage"
"1","RDD",0.289102256912334,23.2113297790558,5.72
"2","RDD_half_bw",0.0130685187859838,31.3618666555655,4.88
"3","RDD_double_bw",1.88944730342895,17.6705787840359,5.69
"4","OLS",26.6952152503344,28.6735361159095,72.09
"5","Forest_ATE",14.2748273434149,25.0932171286944,18.91
"6","Forest_ATT",14.5387041665414,26.3691001279048,15.44
"7","Forest_overlap",13.4269988516237,16.0099445660043,34.64
"8","Forest_close_ATE",7.40517777555454,33.3169355122963,2.95
"9","Forest_close_ATT",8.03149155138829,23.7274773240169,5.55
"10","Forest_close_overlap",8.39450343430915,12.9066316112337,15.39
"11","Forest_very_close_ATE",1.45938257710414,57.6567148878361,1.33
"12","Forest_very_close_ATT",3.94186548561609,27.4559651053457,3.27
"13","Forest_very_close_overlap",4.61210432113335,12.8727740243661,7.18
"14","McCrary",NA,NA,6.05
