"","method","bias","rmse","coverage"
"1","RDD",0.27628467588415,23.2034081100758,5.38
"2","RDD_half_bw",-0.0463396938898698,31.1527742639221,4.72
"3","RDD_double_bw",1.81499192700228,17.6367571471701,5.2
"4","OLS",22.2964009618711,24.6387892504315,56.51
"5","Forest_ATE",9.48114396624812,23.4231885636588,11.38
"6","Forest_ATT",9.52354615919679,23.6894039983787,9.93000000000001
"7","Forest_overlap",8.92142848159706,12.4777508557009,17.76
"8","Forest_close_ATE",4.15688561377244,34.0891483219756,1.89
"9","Forest_close_ATT",4.6713027831209,22.5456578015347,3.87
"10","Forest_close_overlap",5.17645387815635,11.016589713767,8.6
"11","Forest_very_close_ATE",-0.433982481929967,51.3043344105724,1.44
"12","Forest_very_close_ATT",1.7240223865821,26.1786113646932,2.99
"13","Forest_very_close_overlap",2.25347124113584,12.2437048288696,5.62
"14","McCrary",NA,NA,6.24
