"","method","bias","rmse","coverage"
"1","RDD",0.654445923778302,20.0262003803916,5.78
"2","RDD_half_bw",0.605884173494903,26.8624230166781,5.08999999999999
"3","RDD_double_bw",1.92316587882327,15.250915382551,5.52
"4","OLS",348.921961227697,349.050603362589,100
"5","Forest_ATE",375.203720851751,375.775213625656,99.95
"6","Forest_ATT",385.952902557322,386.466885369782,99.99
"7","Forest_overlap",343.234445467417,343.316437798402,100
"8","Forest_close_ATE",254.259319951626,259.539977983236,99.73
"9","Forest_close_ATT",252.327252261585,256.097426471716,99.9
"10","Forest_close_overlap",241.398533174688,244.084657743148,100
"11","Forest_very_close_ATE",155.766077520243,169.945787588377,92.73
"12","Forest_very_close_ATT",170.789896195395,174.897922198269,99.68
"13","Forest_very_close_overlap",167.005577332621,169.189603499722,100
"14","McCrary",NA,NA,5.81
