"method","bias","rmse","coverage"
"RDD",0.222190271968814,22.8279740692913,5.22044088176352
"RDD_half_bw",-0.0993986171285433,30.7623311753197,4.55911823647295
"RDD_double_bw",1.84375495660762,17.4255093812553,5.09018036072144
"OLS",17.9563991233833,20.7287933584461,39.7595190380761
"Forest_ATE",4.73907491405303,18.0131978692297,6.48296593186373
"Forest_ATT",4.66299915457826,20.9602634804686,6.55310621242485
"Forest_overlap",4.49413876349403,9.74064344419608,7.92585170340682
"Forest_close_ATE",1.0712319414411,25.9000858778937,1.47294589178357
"Forest_close_ATT",1.58943755217236,20.745892922068,3.20641282565131
"Forest_close_overlap",2.07126569337925,9.80697762376899,5.5811623246493
"Forest_very_close_ATE",-1.8838133791288,44.0239207123571,1.3627254509018
"Forest_very_close_ATT",-0.255549720607084,25.1565062589545,2.69539078156312
"Forest_very_close_overlap",0.242301828301783,11.8470018107349,4.87975951903807
"McCrary",NA,NA,6.04208416833667
