"","method","bias","rmse","coverage"
"1","RDD",0.647209242384198,23.3298302389566,5.48999999999999
"2","RDD_half_bw",0.821765557163805,31.1850070755129,5.06
"3","RDD_double_bw",1.90889159121434,17.6887567308346,5.2
"4","OLS",61.5124762720542,62.3846298602739,100
"5","Forest_ATE",53.497726095895,58.0272454479948,90.53
"6","Forest_ATT",54.7465807141635,59.4136851228743,84.27
"7","Forest_overlap",49.1236020712833,49.885592958628,99.98
"8","Forest_close_ATE",34.6745001113158,50.0699811178153,34.86
"9","Forest_close_ATT",34.6955061102527,42.3810213770983,47.93
"10","Forest_close_overlap",33.6816022298885,35.4469091722574,89.97
"11","Forest_very_close_ATE",19.1489025935116,64.6460593541057,5.67
"12","Forest_very_close_ATT",22.2521120843543,36.1301057652636,16.89
"13","Forest_very_close_overlap",22.1876126025508,25.5314948333693,47.34
"14","McCrary",NA,NA,5.77
