"method","bias","rmse","coverage"
"RDD",0.33059864311813,22.9395619140842,5.48096192384769
"RDD_half_bw",-0.0178369020003233,30.3659444434204,4.69939879759519
"RDD_double_bw",1.64950291854375,17.3550790650451,5.56112224448898
"OLS",135.515721883248,135.899834770996,100
"Forest_ATE",136.36235771003,137.449413365017,99.6192384769539
"Forest_ATT",140.215444786076,141.649045535913,99.4789579158317
"Forest_overlap",124.788894176238,125.076751466664,100
"Forest_close_ATE",91.3879140278369,96.1568799386252,89.9599198396794
"Forest_close_ATT",90.9357195804484,94.2692760002101,96.5531062124249
"Forest_close_overlap",86.9957616279507,88.4400075597847,100
"Forest_very_close_ATE",54.4436391908784,71.3752646888043,32.8557114228457
"Forest_very_close_ATT",60.6442232165809,66.3737176825816,73.2965931863727
"Forest_very_close_overlap",59.29250065505,61.1780882062487,98.687374749499
"McCrary",NA,NA,6.04208416833667
