"method","bias","rmse","coverage"
"RDD",0.0943231348689455,22.5471147400098,4.98997995991984
"RDD_half_bw",-0.188058694473181,30.294623128629,4.67935871743487
"RDD_double_bw",1.54365923135071,17.0883491670727,5
"OLS",118.019891898151,118.459165029571,100
"Forest_ATE",116.554693668234,117.773707346769,99.3987975951904
"Forest_ATT",119.779183717371,121.44414172061,99.1583166332665
"Forest_overlap",106.94373099606,107.281107026028,100
"Forest_close_ATE",77.4712394194791,82.3961952862431,84.0981963927856
"Forest_close_ATT",77.2386788726094,80.7564444379522,93.6372745490982
"Forest_close_overlap",74.3224658230624,75.7131241778354,100
"Forest_very_close_ATE",45.1767646317491,63.2190215332282,24.6392785571142
"Forest_very_close_ATT",51.1285668351772,57.4724289734326,60.7615230460922
"Forest_very_close_overlap",50.4055101174508,52.3557072914194,96.25250501002
"McCrary",NA,NA,5.91182364729459
