"method","bias","rmse","coverage"
"RDD",0.60780583125335,22.550069985904,5.45090180360721
"RDD_half_bw",0.777926368636028,30.0353807640114,4.73947895791583
"RDD_double_bw",1.91733903567441,17.1041174680193,5.26052104208417
"OLS",157.335120650034,157.660523089786,100
"Forest_ATE",160.581441895457,161.51570798231,99.809619238477
"Forest_ATT",165.04353162489,166.286103651829,99.7895791583166
"Forest_overlap",147.174538472705,147.413570875322,100
"Forest_close_ATE",108.076427515421,112.485562554596,93.7775551102204
"Forest_close_ATT",107.49452577854,110.714761569004,98.1362725450902
"Forest_close_overlap",103.107124057597,104.632665029648,100
"Forest_very_close_ATE",64.9709134564573,80.0029397067198,43.2064128256513
"Forest_very_close_ATT",72.0312046799795,77.1741185155374,83.1963927855711
"Forest_very_close_overlap",70.5435875549509,72.3109731443121,99.9098196392786
"McCrary",NA,NA,5.7815631262525
