"method","bias","rmse","coverage"
"RDD",0.514119691838455,23.2279092376722,5.61122244488977
"RDD_half_bw",0.284589810410552,31.1845502589717,5
"RDD_double_bw",1.9350067793195,17.6958567343802,5.54108216432866
"OLS",44.1517652256855,45.3438954607615,98.9679358717435
"Forest_ATE",33.8174992121903,38.2160955136427,65.5911823647295
"Forest_ATT",34.5787046762202,40.1991904093792,54.5190380761523
"Forest_overlap",31.2826778515529,32.439109096843,95.2404809619239
"Forest_close_ATE",20.8115052642722,34.3054021505662,13.8877755511022
"Forest_close_ATT",21.1518582678077,29.9302998571985,21.1623246492986
"Forest_close_overlap",20.9391031547721,23.2563028185042,58.0561122244489
"Forest_very_close_ATE",9.94377828317139,46.9279792689806,2.28456913827655
"Forest_very_close_ATT",12.8715921492205,28.5241329118733,6.9939879759519
"Forest_very_close_overlap",13.3877402484257,18.0595598512816,22.434869739479
"McCrary",NA,NA,6.05210420841683
