"","method","bias","rmse","coverage"
"1","RDD",0.20967648612125,21.4816106401596,5.22
"2","RDD_half_bw",-0.0372886459439168,28.9111293067003,4.7
"3","RDD_double_bw",1.76739510221533,16.3614936837126,5.24
"4","OLS",257.412230777411,257.603487412393,100
"5","Forest_ATE",272.302542819807,273.006281257483,99.83
"6","Forest_ATT",280.192204657737,280.960850858147,99.84
"7","Forest_overlap",249.573459290573,249.705200147286,100
"8","Forest_close_ATE",184.117816620165,188.831589501953,99.06
"9","Forest_close_ATT",183.081708572101,186.325416670301,99.66
"10","Forest_close_overlap",175.395918505154,177.41076491862,100
"11","Forest_very_close_ATE",111.606383061932,126.515300970032,77.9
"12","Forest_very_close_ATT",123.344993748367,127.572021393972,98.11
"13","Forest_very_close_overlap",120.811417650975,122.639914210826,100
"14","McCrary",NA,NA,5.96
