"method","bias","rmse","coverage"
"RDD",0.224129608025092,23.3273857533007,5.72144288577154
"RDD_half_bw",-0.176733633296189,30.9298562651657,4.97995991983968
"RDD_double_bw",1.69406909020655,17.5671921536684,5.23046092184368
"OLS",65.8022215222428,66.6206254792881,100
"Forest_ATE",58.360457588892,60.8263064804399,93.7074148296593
"Forest_ATT",59.925875388638,63.2509491190965,89.2685370741483
"Forest_overlap",53.4511807567106,54.1446411146413,100
"Forest_close_ATE",37.9527920841271,46.2823439992834,39.7895791583166
"Forest_close_ATT",38.0186767142282,43.6647966363634,54.5190380761523
"Forest_close_overlap",36.6206207714969,38.2848502257809,93.3266533066132
"Forest_very_close_ATE",21.086602805174,48.1652957077265,6.66332665330661
"Forest_very_close_ATT",24.5669324512432,35.2297406563179,19.8797595190381
"Forest_very_close_overlap",24.2427286965354,27.3678204746673,54.0080160320641
"McCrary",NA,NA,6.08216432865732
