"method","bias","rmse","coverage"
"RDD",0.147019823368111,23.1224069019749,5.59118236472946
"RDD_half_bw",-0.241546395945558,30.6675969887875,4.97995991983968
"RDD_double_bw",1.62561172783964,17.4514923278521,5.21042084168337
"OLS",100.656648277189,101.181913272546,100
"Forest_ATE",97.2990117831419,98.8113550012308,98.8376753507014
"Forest_ATT",100.043012417119,102.066000104992,98.2765531062124
"Forest_overlap",89.1171256657569,89.5265852671973,100
"Forest_close_ATE",64.6267808219755,70.4004282093248,75.0200400801603
"Forest_close_ATT",64.5018882235812,68.46364170974,87.7955911823647
"Forest_close_overlap",61.8580081958003,63.2742893069517,100
"Forest_very_close_ATE",37.7306975475639,58.1760667462054,18.0661322645291
"Forest_very_close_ATT",42.6396567166857,49.8845069628173,48.5671342685371
"Forest_very_close_overlap",41.7456823842821,43.9368851292964,89.2084168336673
"McCrary",NA,NA,6.08216432865732
