"method","bias","rmse","coverage"
"RDD",0.0600102161252059,22.9423888518156,4.92985971943888
"RDD_half_bw",-0.255390520956156,30.5456320051637,4.69939879759519
"RDD_double_bw",1.60688591723608,17.4359997231821,5.07014028056112
"OLS",74.5530876230062,75.2612963901397,100
"Forest_ATE",67.8837210222958,70.0557784000539,96.2024048096192
"Forest_ATT",69.6842457219112,72.5517768732961,93.7875751503006
"Forest_overlap",62.3918145148134,62.9803285361281,100
"Forest_close_ATE",44.1516476894304,51.867935105522,49.9498997995992
"Forest_close_ATT",44.2730407808606,49.3004154019223,65.3907815631263
"Forest_close_overlap",42.8187034062593,44.3653227573993,97.4749498997996
"Forest_very_close_ATE",24.2184605065058,50.6452983231802,8.62725450901803
"Forest_very_close_ATT",28.451147372977,38.2762002915091,25.7715430861723
"Forest_very_close_overlap",28.4263188133934,31.1756867457148,65.5110220440882
"McCrary",NA,NA,6.24248496993988
