"","method","bias","rmse","coverage"
"1","RDD",0.0467101782585905,23.2210929597428,5.12
"2","RDD_half_bw",-0.273325777154004,30.9740669170199,4.89000000000001
"3","RDD_double_bw",1.59911848204318,17.6272846538773,5.25
"4","OLS",74.5588446900808,75.2826193553079,100
"5","Forest_ATE",67.8290721905128,70.9697765396706,96.01
"6","Forest_ATT",69.6728870844837,72.9722035785378,93.6
"7","Forest_overlap",62.3909709078746,62.9926342209552,100
"8","Forest_close_ATE",44.1053941938479,55.434814272471,49.84
"9","Forest_close_ATT",44.2691870895539,49.9794014922813,65.26
"10","Forest_close_overlap",42.8137118481343,44.3929822839163,97.38
"11","Forest_very_close_ATE",24.1861939426422,61.5579339346867,8.61
"12","Forest_very_close_ATT",28.4709698388771,39.5294407257291,25.72
"13","Forest_very_close_overlap",28.4159203503853,31.2243740221487,65.47
"14","McCrary",NA,NA,6.24
