"method","bias","rmse","coverage"
"RDD",0.0797368158491185,22.8819394771007,5.09018036072144
"RDD_half_bw",-0.202850480062688,30.6241220243488,4.64929859719438
"RDD_double_bw",1.49031463309921,17.3276662708402,4.88977955911824
"OLS",48.3233239504199,49.4088150537867,99.6492985971944
"Forest_ATE",38.6195619684023,42.6073172315308,74.3386773547094
"Forest_ATT",39.5659800746847,44.6825836034185,63.7975951903808
"Forest_overlap",35.6337901484493,36.6564693788548,98.2264529058116
"Forest_close_ATE",24.0845745213443,36.766837861779,18.5971943887776
"Forest_close_ATT",24.4355961901265,32.5813941789955,27.4749498997996
"Forest_close_overlap",23.9621384296833,26.0743935938904,68.9679358717435
"Forest_very_close_ATE",11.9290875536526,47.3655957228737,2.89579158316633
"Forest_very_close_ATT",15.0921549385734,29.7463028363165,8.89779559118237
"Forest_very_close_overlap",15.321629210152,19.5860229440521,27.3346693386774
"McCrary",NA,NA,5.96192384769539
