"method","bias","rmse","coverage"
"RDD",0.205677621449163,23.2843486239704,5.45090180360721
"RDD_half_bw",-0.306790486559827,30.9316551864993,4.85971943887775
"RDD_double_bw",1.67811815608103,17.5790780431782,5.31062124248497
"OLS",30.9572309384447,32.6564649994386,84.2084168336673
"Forest_ATE",19.3556710228021,26.1131663668742,29.6492985971944
"Forest_ATT",19.7723425554628,28.5118700178765,24.2084168336673
"Forest_overlap",17.7983946004402,19.7826293692767,54.0881763527054
"Forest_close_ATE",11.1162976578599,28.4836688566738,4.90981963927856
"Forest_close_ATT",11.499887645139,23.8717836603932,8.51703406813628
"Forest_close_overlap",11.4037636651923,15.0468254624595,23.7374749498998
"Forest_very_close_ATE",4.41223379529352,43.9753652053397,1.76352705410822
"Forest_very_close_ATT",6.5506634493868,26.1060217168188,4.24849699398797
"Forest_very_close_overlap",6.66403811895222,13.8445716200012,9.69939879759519
"McCrary",NA,NA,6.09218436873747
