"method","bias","rmse","coverage"
"RDD",0.443271951131941,22.6044669859717,5.28056112224449
"RDD_half_bw",0.123181488867852,29.9242072781636,4.49899799599198
"RDD_double_bw",1.65590293901956,17.2070165273776,5.41082164328658
"OLS",152.941380668733,153.278255239699,100
"Forest_ATE",155.835503230862,156.801597565251,99.689378757515
"Forest_ATT",160.275997148277,161.531326277627,99.6192384769539
"Forest_overlap",142.612930172358,142.862285172935,100
"Forest_close_ATE",104.552805336635,109.027256864455,93.5270541082164
"Forest_close_ATT",104.027880354481,107.232773005872,97.9859719438878
"Forest_close_overlap",99.5038913738883,100.993188008935,100
"Forest_very_close_ATE",62.7754285426464,78.0295508422023,40.501002004008
"Forest_very_close_ATT",69.6832896072301,74.8960405094585,82.0340681362725
"Forest_very_close_overlap",68.0284047033012,69.8129374839236,99.6192384769539
"McCrary",NA,NA,6.09218436873747
