"method","bias","rmse","coverage"
"RDD",0.182577868595835,22.8846699679706,5.09018036072144
"RDD_half_bw",-0.173451237860289,30.6581807831188,4.64929859719438
"RDD_double_bw",1.76932754018249,17.4176893048381,5.07014028056112
"OLS",39.7142366924973,41.0404342130127,96.5531062124249
"Forest_ATE",28.8518835792959,33.4992948904958,53.8677354709419
"Forest_ATT",29.4991293871427,35.6838798200424,43.9178356713427
"Forest_overlap",26.7471930176824,28.1031982172939,86.6933867735471
"Forest_close_ATE",17.2859220002493,31.072453617178,10.4308617234469
"Forest_close_ATT",17.7757222012755,27.2093331066287,16.503006012024
"Forest_close_overlap",17.7609499815122,20.411462792624,46.8637274549098
"Forest_very_close_ATE",7.62145990542475,44.2578388452902,1.99398797595191
"Forest_very_close_ATT",10.5755959102553,27.0226621154934,5.66132264529058
"Forest_very_close_overlap",11.0595530040371,16.3352135963803,17.2845691382766
"McCrary",NA,NA,6.25250501002004
