"method","bias","rmse","coverage"
"RDD",0.64333435764059,22.9985569702715,5.30060120240481
"RDD_half_bw",0.803908219116289,30.7022162656776,4.87975951903807
"RDD_double_bw",1.91117673112553,17.4879765448421,5.03006012024048
"OLS",61.5135729799436,62.3683221663983,100
"Forest_ATE",53.4435842320314,56.4300581205983,90.7114228456914
"Forest_ATT",54.7323840444387,58.6086933435328,84.438877755511
"Forest_overlap",49.1248624453235,49.8704516810836,100
"Forest_close_ATE",34.5518346022598,44.590871550506,34.9298597194389
"Forest_close_ATT",34.6761620652366,41.1284239981398,48.0260521042084
"Forest_close_overlap",33.683007588439,35.4133759946401,90.0501002004008
"Forest_very_close_ATE",18.8315797067282,50.0290759679071,5.6813627254509
"Forest_very_close_ATT",22.2105785424815,34.1161771188645,16.9338677354709
"Forest_very_close_overlap",22.1929851764775,25.4659271333593,47.3246492985972
"McCrary",NA,NA,5.77154308617235
