"","method","bias","rmse","coverage"
"1","RDD",0.114920056755702,23.1715440813846,5.1
"2","RDD_half_bw",-0.249313577789326,30.9984534953622,4.83
"3","RDD_double_bw",1.68171503252387,17.6055726300992,5.16
"4","OLS",57.1414900152344,58.0872727944585,100
"5","Forest_ATE",48.4217330567393,53.112150192212,87.42
"6","Forest_ATT",49.648316242324,54.393778247154,79.8
"7","Forest_overlap",44.5676168338999,45.40964211398,99.94
"8","Forest_close_ATE",30.8135834851292,46.4431976244797,28.76
"9","Forest_close_ATT",31.0684161251067,38.8155501525582,41.23
"10","Forest_close_overlap",30.269668447384,32.1557054193476,84.67
"11","Forest_very_close_ATE",16.1167358451972,62.6874089697224,4.23
"12","Forest_very_close_ATT",19.5887607609722,33.892372361127,13.59
"13","Forest_very_close_overlap",19.7375306599014,23.3562178259342,40.73
"14","McCrary",NA,NA,6.24
