"","method","bias","rmse","coverage"
"1","RDD",0.631640322455323,23.5536557941178,5.63
"2","RDD_half_bw",0.478001660944609,31.6253122882559,5.04
"3","RDD_double_bw",1.95101601322925,17.9679237208285,5.7
"4","OLS",48.5119053759367,49.6243146611098,99.72
"5","Forest_ATE",38.9055424382739,46.1842927180112,75.69
"6","Forest_ATT",39.7189516477638,45.738246781295,64.51
"7","Forest_overlap",35.739415295406,36.7741510468204,98.68
"8","Forest_close_ATE",24.4410421186561,45.2570670819954,18.26
"9","Forest_close_ATT",24.5562749573331,34.0169617933737,27.09
"10","Forest_close_overlap",24.0791826065614,26.2186082373559,69.17
"11","Forest_very_close_ATE",12.5509432125377,66.8384999547124,3.01
"12","Forest_very_close_ATT",15.1897109080108,31.6922747571998,9
"13","Forest_very_close_overlap",15.5572356127094,19.838355243563,28.08
"14","McCrary",NA,NA,6.05
