"","method","bias","rmse","coverage"
"1","RDD",0.74048084207644,34.1415547792218,5.84
"2","RDD_half_bw",0.418240795964542,45.8699216386221,5.16
"3","RDD_double_bw",2.00262165967875,25.7157618175768,5.68
"4","OLS",13.4237209101067,20.2436830953741,14.06
"5","Forest_ATE",-0.213709126517063,25.8202813216464,5.84
"6","Forest_ATT",-0.657729842015243,28.0424361926713,6.02
"7","Forest_overlap",0.262913028184843,12.9333057300369,5.08999999999999
"8","Forest_close_ATE",-2.82758992459707,38.2951622870439,1.71
"9","Forest_close_ATT",-2.14159621573818,28.6923803017085,3.92
"10","Forest_close_overlap",-1.41180592811242,14.4091706345171,5.2
"11","Forest_very_close_ATE",-4.52126424289327,64.7468134613663,1.52
"12","Forest_very_close_ATT",-2.82314127741522,34.5298746536695,3.28000000000001
"13","Forest_very_close_overlap",-2.53031363716046,18.1023815113352,5.73
"14","McCrary",NA,NA,6.11
