"","method","bias","rmse","coverage"
"1","RDD",-0.0495485557609466,21.5061850143982,5.64
"2","RDD_half_bw",-0.321092439768142,28.6583977114274,4.98
"3","RDD_double_bw",1.473041915872,16.2256023678915,5.50000000000001
"4","OLS",13.439625116053,16.4343001195728,28.44
"5","Forest_ATE",-0.222514344728734,20.9050673974536,4.75
"6","Forest_ATT",-0.430874752342602,21.4159574687699,5.14
"7","Forest_overlap",-0.200870069982911,7.97094391719148,4.88
"8","Forest_close_ATE",-2.22496860204118,35.3973668424626,1.38
"9","Forest_close_ATT",-1.82630727709662,22.0976914349699,3.06999999999999
"10","Forest_close_overlap",-1.24163977371796,8.96246216091997,5.14
"11","Forest_very_close_ATE",-4.09284126702511,55.9131452838068,1.4
"12","Forest_very_close_ATT",-2.7830623599957,26.3330957388642,2.86
"13","Forest_very_close_overlap",-2.14855862977864,11.2641754722929,5.43
"14","McCrary",NA,NA,6.14
