"","method","bias","rmse","coverage"
"1","RDD",0.139208550355657,53.8714160637262,5.97
"2","RDD_half_bw",-0.160636632257168,72.7488760738452,5.48999999999999
"3","RDD_double_bw",1.42250195027479,40.5129470091332,5.37
"4","OLS",13.2396533619487,27.2494447576864,8.28
"5","Forest_ATE",-0.185462345892597,35.7294559044629,6.24
"6","Forest_ATT",-1.4019674875279,38.5848842598839,6.22
"7","Forest_overlap",1.76604896706774,20.5037328835201,5.08999999999999
"8","Forest_close_ATE",-3.46694301607061,54.4068976018396,1.88
"9","Forest_close_ATT",-2.80302263697413,39.8745939039923,3.96
"10","Forest_close_overlap",-1.00217849604787,22.8686708298979,5.3
"11","Forest_very_close_ATE",-6.91437220148605,94.9537624743042,1.55
"12","Forest_very_close_ATT",-4.10194538623964,48.9295539449246,3.61
"13","Forest_very_close_overlap",-3.35653690897978,29.0066411068709,5.53
"14","McCrary",NA,NA,6.39
