"method","bias","rmse","coverage"
"RDD",-0.208882695644941,37.3848664403163,5.15030060120241
"RDD_half_bw",-0.295393166450764,49.7398184457502,4.26853707414829
"RDD_double_bw",1.314219038409,28.2389123927153,5.02004008016032
"OLS",13.3374483059567,21.4998683727676,12.0240480961924
"Forest_ATE",-0.0739670445300766,23.8684822661147,5.72144288577154
"Forest_ATT",-0.680854860675839,28.4572906166438,6.24248496993988
"Forest_overlap",0.376071904721553,14.2020923169222,5.0501002004008
"Forest_close_ATE",-2.52311606267039,34.4666407377069,1.63326653306614
"Forest_close_ATT",-2.06128703926165,28.9896994445923,3.75751503006012
"Forest_close_overlap",-1.5075244834687,15.6935722295882,4.59919839679359
"Forest_very_close_ATE",-5.2668539462771,57.6093421307016,1.45290581162325
"Forest_very_close_ATT",-3.47275624573059,35.1898630997184,3.3066132264529
"Forest_very_close_overlap",-3.11247053456973,19.9508751663389,5.23046092184368
"McCrary",NA,NA,6.04208416833667
