"","method","bias","rmse","coverage"
"1","RDD",3.91924339367647,154.451605549282,6.83
"2","RDD_half_bw",2.12119492140468,212.187195787901,7.76
"3","RDD_double_bw",5.48947645662868,115.232819783826,6.02
"4","OLS",14.727324425636,69.7512857940783,5.22
"5","Forest_ATE",8.9107146964654,80.7993786165911,6.84
"6","Forest_ATT",5.37403915313829,83.5930277982259,6.16
"7","Forest_overlap",16.393019461591,60.4825713482737,5.27
"8","Forest_close_ATE",-0.883700801947409,124.225730764136,2.64
"9","Forest_close_ATT",2.24744906914578,90.6990345516361,4.97
"10","Forest_close_overlap",7.71098221048739,67.5477868919491,5.11
"11","Forest_very_close_ATE",-10.1896195179817,213.561675135853,2.15
"12","Forest_very_close_ATT",0.00684472321140687,112.761027367641,4.5
"13","Forest_very_close_overlap",2.18764978842461,86.3643589097554,5.23
"14","McCrary",NA,NA,5.69
