"method","bias","rmse","coverage"
"RDD",0.3087319051295,61.8571530046971,5.85170340681362
"RDD_half_bw",0.740186373410823,82.6533934274625,5.250501002004
"RDD_double_bw",1.52436087255414,46.4193530618379,5.20040080160321
"OLS",13.5914135837591,30.6443239655776,7.48496993987976
"Forest_ATE",0.529592135349732,35.3800132637833,6.39278557114229
"Forest_ATT",-0.892047891677461,41.747834024914,6.2625250501002
"Forest_overlap",2.57911878876207,23.4765373834527,5.13026052104208
"Forest_close_ATE",-3.19449885447455,49.7598115079858,2.04408817635271
"Forest_close_ATT",-2.36621022709835,43.0507826886537,4.06813627254509
"Forest_close_overlap",-0.707714505025592,25.9576437711725,5.17034068136273
"Forest_very_close_ATE",-7.87525309183279,81.3926729881038,1.87374749498997
"Forest_very_close_ATT",-4.24923360142323,52.2945497396362,3.90781563126252
"Forest_very_close_overlap",-3.48737599514148,33.2257107131077,5.35070140280561
"McCrary",NA,NA,6.39278557114228
