"","method","bias","rmse","coverage"
"1","RDD",0.274595125204278,62.6142837955579,6.02
"2","RDD_half_bw",0.714537665180197,83.6661587430675,5.44
"3","RDD_double_bw",1.50770194256333,46.9063615857001,5.38
"4","OLS",13.597790701893,30.8997851177575,7.63
"5","Forest_ATE",0.620336197468092,38.8115022403036,6.37
"6","Forest_ATT",-0.827546045654479,43.3450202205167,6.24
"7","Forest_overlap",2.57357583446507,23.7153189946348,5.3
"8","Forest_close_ATE",-3.0250894568087,57.5243247075189,2.02
"9","Forest_close_ATT",-2.30028198937933,44.8303326397249,4.04
"10","Forest_close_overlap",-0.712564083319309,26.2436524075927,5.33
"11","Forest_very_close_ATE",-7.57790484086029,98.0521002630144,1.87
"12","Forest_very_close_ATT",-4.1884818079297,54.4994786535963,3.91
"13","Forest_very_close_overlap",-3.49559199359027,33.5764515131299,5.52
"14","McCrary",NA,NA,6.38
