"","method","bias","rmse","coverage"
"1","RDD",-0.441483218071912,75.5636756212169,5.53
"2","RDD_half_bw",-1.02589553836783,101.64295353765,5.57
"3","RDD_double_bw",1.24434023956968,57.452656435536,5.58
"4","OLS",13.0852088671428,36.3896747751105,6.66
"5","Forest_ATE",1.84074631372128,45.2957472952853,6.35
"6","Forest_ATT",-0.0473758501677535,50.2925037418804,6.1
"7","Forest_overlap",4.02970277385488,29.1688525304422,4.99000000000001
"8","Forest_close_ATE",-1.8557129806947,63.9971601283349,1.89
"9","Forest_close_ATT",-1.39460404497827,52.081689043445,4.22
"10","Forest_close_overlap",-0.108758579312737,32.5362669696438,5.16
"11","Forest_very_close_ATE",-6.49832500950387,106.859988108657,1.99
"12","Forest_very_close_ATT",-3.67113795373006,63.6064767110059,4.01
"13","Forest_very_close_overlap",-3.51991750375279,41.0774865182997,5.55
"14","McCrary",NA,NA,6.59
