"method","bias","rmse","coverage"
"RDD",0.491106270804731,47.5436371622532,5.66132264529058
"RDD_half_bw",0.0612621340291053,62.8983803670149,4.84969939879759
"RDD_double_bw",1.91574148580655,35.9547881982196,5.64128256513026
"OLS",13.6638775811718,25.3665900512282,9.55911823647294
"Forest_ATE",0.792750388998065,28.6515243160276,6.02204408817635
"Forest_ATT",-0.0947254565344724,33.9380502055419,6.21242484969939
"Forest_overlap",1.42408856521086,17.9706171708706,4.92985971943888
"Forest_close_ATE",-2.18719989994471,40.7462933289413,1.68336673346693
"Forest_close_ATT",-1.83704993922944,34.7936658554159,4.13827655310621
"Forest_close_overlap",-1.12905243888134,20.1173989818898,4.9498997995992
"Forest_very_close_ATE",-4.66101668761666,67.8239786522836,1.44288577154309
"Forest_very_close_ATT",-3.01345426735202,42.2931775749854,3.51703406813627
"Forest_very_close_overlap",-2.76534143448337,25.1490138919401,5.14028056112225
"McCrary",NA,NA,6.59318637274549
