"","method","bias","rmse","coverage"
"1","RDD",-1.24412501161175,24.0813193460811,5.44
"2","RDD_half_bw",-1.62059234856268,32.112263388686,4.75
"3","RDD_double_bw",0.172110748623441,17.9271527099773,4.96
"4","OLS",11.1776042252683,15.4806629612133,17.92
"5","Forest_ATE",-0.51201397259468,24.7504302522945,5.02
"6","Forest_ATT",0.283147037891934,23.1786823996935,5.45
"7","Forest_overlap",-1.9885577879497,9.23770377870091,5.53
"8","Forest_close_ATE",-2.93232592747891,36.2106101636017,1.55
"9","Forest_close_ATT",-2.03465631669596,23.7085902715194,3.25
"10","Forest_close_overlap",-3.06455462208051,10.4076953016617,6.25
"11","Forest_very_close_ATE",-4.71319859896674,58.0741313597526,1.22
"12","Forest_very_close_ATT",-3.51635087662146,28.4502642408926,2.76999999999999
"13","Forest_very_close_overlap",-3.85980098335271,13.1186050241409,6.16
"14","McCrary",NA,NA,5.62
