"","method","bias","rmse","coverage"
"1","RDD",-51.5257865739176,58.0844896901018,54.42
"2","RDD_half_bw",-66.0490636235427,74.5926178590689,51.94
"3","RDD_double_bw",-39.0694606459968,44.1209130969014,51.74
"4","OLS",-9.10481599962547,14.0915014473663,13.7
"5","Forest_ATE",-0.713287284017753,23.8104693406626,5.17
"6","Forest_ATT",9.38670165619569,25.4138725936972,9.2
"7","Forest_overlap",-19.31275863027,21.3836986230885,57.08
"8","Forest_close_ATE",-9.41772148284265,45.4532138885188,2.71
"9","Forest_close_ATT",-5.35421072967281,25.6139648986131,3.7
"10","Forest_close_overlap",-19.0430415130084,21.8137120531483,45.55
"11","Forest_very_close_ATE",-9.63976563298278,69.1096675992314,1.87
"12","Forest_very_close_ATT",-11.378977650838,31.9283755968635,5.48999999999999
"13","Forest_very_close_overlap",-18.6373405697247,22.905639982836,30.75
"14","McCrary",NA,NA,100
