"","method","bias","rmse","coverage"
"1","RDD",-44.2223479303179,52.0886510068076,41.55
"2","RDD_half_bw",-61.8535512141181,71.2830292959969,45.76
"3","RDD_double_bw",-29.0228573576702,35.8192798838645,31.53
"4","OLS",11.8551195850381,16.0088449661199,19.6
"5","Forest_ATE",0.333662852071502,24.0693958599071,5.28
"6","Forest_ATT",1.13340444104817,23.5499826700633,5.6
"7","Forest_overlap",-1.32646947185477,9.18914828399014,5.39
"8","Forest_close_ATE",-2.40429077664557,46.0957344987949,1.35999999999999
"9","Forest_close_ATT",-1.50996287584334,25.0457444723451,2.85
"10","Forest_close_overlap",-2.40050813836522,10.8240887408507,5.42
"11","Forest_very_close_ATE",-3.45141193236105,72.1224178246541,1.41
"12","Forest_very_close_ATT",-3.23165798263704,30.1257319338996,2.86999999999999
"13","Forest_very_close_overlap",-3.20408559715303,13.71883219989,5.65
"14","McCrary",NA,NA,100
