"","method","bias","rmse","coverage"
"1","RDD",-17.9072390707957,30.5007120894603,12.77
"2","RDD_half_bw",-27.5062472370501,42.6934719098168,14.3
"3","RDD_double_bw",-10.7768804470208,21.5651217575331,9.62
"4","OLS",6.75334666511942,12.6946530725715,9.8
"5","Forest_ATE",-0.3820358753103,24.9584631913095,5.33
"6","Forest_ATT",2.39216024301221,23.509009605701,5.92
"7","Forest_overlap",-5.75634342171394,10.7698063587847,9.96
"8","Forest_close_ATE",-3.63742475238605,44.4607095664871,1.65999999999999
"9","Forest_close_ATT",-2.03430517940625,24.0983724790494,3.27
"10","Forest_close_overlap",-6.53246558091706,12.0697497523337,10.12
"11","Forest_very_close_ATE",-5.02529681388618,80.0479578445301,1.48
"12","Forest_very_close_ATT",-4.88185211644269,29.4458839612025,3.37
"13","Forest_very_close_overlap",-7.3761040100258,14.5863565255363,9.01999999999999
"14","McCrary",NA,NA,98.12
