"","method","bias","rmse","coverage"
"1","RDD",-23.7807094728764,34.235593291303,18.1
"2","RDD_half_bw",-32.5313260612892,46.0289575245986,17.48
"3","RDD_double_bw",-17.159331344788,25.3404954172663,16.39
"4","OLS",-2.56218026139771,11.0465855501896,5.39
"5","Forest_ATE",-0.882969781602682,26.3036760130112,5.47
"6","Forest_ATT",6.00621821071052,24.8710538605573,7.16
"7","Forest_overlap",-13.7604382371492,16.5160845509041,34.21
"8","Forest_close_ATE",-6.6938903875124,47.1739776554297,2.18
"9","Forest_close_ATT",-3.16328768355442,25.0851445762762,3.43
"10","Forest_close_overlap",-14.0985906619793,17.3875015287144,29.77
"11","Forest_very_close_ATE",-7.73381213923619,84.1804657732019,1.98
"12","Forest_very_close_ATT",-8.16906238186363,31.0245590724143,4.32
"13","Forest_very_close_overlap",-14.3548156134181,19.11946109803,21.56
"14","McCrary",NA,NA,98.12
