"","method","bias","rmse","coverage"
"1","RDD",-47.4478044842416,54.671268619219,46.94
"2","RDD_half_bw",-63.6898950803005,72.6901739028034,48.34
"3","RDD_double_bw",-33.4632524119622,39.3649932885669,39.82
"4","OLS",2.53959265852094,11.0403172204202,5.61
"5","Forest_ATE",-0.116743091941753,23.7823648744856,5.15
"6","Forest_ATT",4.73092448796319,23.9945867636756,6.46
"7","Forest_overlap",-9.31133317969772,13.0292593294587,18.49
"8","Forest_close_ATE",-4.58533835082141,45.301842016213,1.59
"9","Forest_close_ATT",-2.85091053336042,25.107520415892,3.06999999999999
"10","Forest_close_overlap",-9.79893404194493,14.423531868507,16.07
"11","Forest_very_close_ATE",-4.50597441708249,70.6294410288993,1.53
"12","Forest_very_close_ATT",-6.24089514816393,30.5178296428278,3.46
"13","Forest_very_close_overlap",-10.0857146179513,16.7003105491693,12.44
"14","McCrary",NA,NA,100
