"","method","bias","rmse","coverage"
"1","RDD",-66.9850163461672,73.2219758695183,67.75
"2","RDD_half_bw",-80.081159541535,88.7221504473404,59.13
"3","RDD_double_bw",-54.078468223952,58.6200454795596,71.61
"4","OLS",-8.51208057382007,13.7158914138354,12.55
"5","Forest_ATE",-0.131088444889304,25.9172907861536,5.32
"6","Forest_ATT",9.93469854751833,25.8516935882759,9.63000000000001
"7","Forest_overlap",-18.710332393148,20.841579387913,54.62
"8","Forest_close_ATE",-9.34884993175523,54.1397506679916,2.58
"9","Forest_close_ATT",-5.87075872523883,26.4730746191526,4.06
"10","Forest_close_overlap",-18.3134149121388,21.3301825657583,40.98
"11","Forest_very_close_ATE",-8.02906485050049,89.8411925373047,1.85
"12","Forest_very_close_ATT",-10.9181874272906,31.9548517841391,5.65
"13","Forest_very_close_overlap",-17.412244027238,22.0505170087987,27.04
"14","McCrary",NA,NA,100
