"","method","bias","rmse","coverage"
"1","RDD",-37.3830994550679,45.2735869250805,35.1
"2","RDD_half_bw",-49.4425552293455,59.6431238671739,33.92
"3","RDD_double_bw",-28.0705842997081,34.0707502876562,32.79
"4","OLS",-9.40070701518009,14.2846581854188,14.41
"5","Forest_ATE",-1.08356312265506,26.7512208744229,5.54
"6","Forest_ATT",8.97113822663712,25.8641611665074,8.77
"7","Forest_overlap",-19.6097176707843,21.6530679022222,58.18
"8","Forest_close_ATE",-9.65229782170067,50.1228294437026,3.05
"9","Forest_close_ATT",-4.70646900409591,25.8052262189463,3.75
"10","Forest_close_overlap",-19.4615926371204,22.0524589323936,48.51
"11","Forest_very_close_ATE",-10.4040002290411,88.1430201919645,2.21
"12","Forest_very_close_ATT",-11.2332968837497,32.418054161588,5.51
"13","Forest_very_close_overlap",-19.3676974593279,23.2466670968112,33.61
"14","McCrary",NA,NA,100
