"","method","bias","rmse","coverage"
"1","RDD",-88.6784920489915,101.318081153923,45.7
"2","RDD_half_bw",-95.9902851307607,116.850826531403,30.63
"3","RDD_double_bw",-78.1798958211612,86.0544072184133,62.58
"4","OLS",8.67914120957835,13.8147543406535,12.71
"5","Forest_ATE",1.58009357182425,26.1835380689383,5.45
"6","Forest_ATT",4.38821388299866,24.4512535086392,6.42
"7","Forest_overlap",-3.81921465380825,9.86787727044431,6.91000000000001
"8","Forest_close_ATE",-0.243058521857032,84.4482348376373,0.960000000000005
"9","Forest_close_ATT",-1.62553198530718,28.427917805113,2.72
"10","Forest_close_overlap",-3.60161508592562,13.1101785568386,6.08
"11","Forest_very_close_ATE",1.8636816031443,116.479152565346,1.03
"12","Forest_very_close_ATT",-3.58945826264551,30.9495382182075,3.22
"13","Forest_very_close_overlap",-4.47350948030751,16.2395148770849,6.23
"14","McCrary",NA,NA,100
