"","method","bias","rmse","coverage"
"1","RDD",-88.7648647776986,101.5723656355,45.06
"2","RDD_half_bw",-96.0695923765101,117.222509475298,30.29
"3","RDD_double_bw",-78.0970393752232,86.089693305398,61.87
"4","OLS",13.3369046728369,17.1346678590115,23.53
"5","Forest_ATE",1.83910044823035,23.4131320966873,5.38
"6","Forest_ATT",2.65681210965967,23.3958948705988,5.93
"7","Forest_overlap",0.166860683017043,9.09170520454591,5.17
"8","Forest_close_ATE",0.0288622704157396,67.5365735136708,1.01
"9","Forest_close_ATT",-0.154175376776876,27.518108858319,2.66999999999999
"10","Forest_close_overlap",-0.246313851867696,12.5890291371905,4.76
"11","Forest_very_close_ATE",1.39249246503856,92.9660848200742,1.14
"12","Forest_very_close_ATT",-1.5791641837148,30.1645003933785,3.33
"13","Forest_very_close_overlap",-1.60936380144064,15.7324466771258,4.93
"14","McCrary",NA,NA,100
