"","method","bias","rmse","coverage"
"1","RDD",-88.4510479053082,100.523071494325,47.37
"2","RDD_half_bw",-95.5843748413812,115.543194994283,32.25
"3","RDD_double_bw",-78.5625176434457,86.0295034718458,65.29
"4","OLS",-7.62303091182662,13.1821640529395,11.19
"5","Forest_ATE",0.786934059421924,23.3889909984919,5.28999999999999
"6","Forest_ATT",10.9052628874243,25.8468294630025,10.5
"7","Forest_overlap",-17.8175660535891,20.0448605170585,50.66
"8","Forest_close_ATE",-6.71809520263688,64.8037131383174,1.53
"9","Forest_close_ATT",-7.92225519687614,28.3556830279377,4.1
"10","Forest_close_overlap",-15.4423109816106,19.9640580811227,26.05
"11","Forest_very_close_ATE",-4.03043436674698,89.9098676837491,1.22
"12","Forest_very_close_ATT",-12.0995544693712,32.2294944744539,5.89
"13","Forest_very_close_overlap",-14.6993062872663,21.4557867450484,17.92
"14","McCrary",NA,NA,100
