"","method","bias","rmse","coverage"
"1","RDD",-49.0712023480255,56.0133623076494,49.59
"2","RDD_half_bw",-64.6206360738813,73.4319728290563,49.83
"3","RDD_double_bw",-35.6937354711342,41.228175167203,44.8
"4","OLS",-2.11817080473762,10.9516209385117,5.21
"5","Forest_ATE",-0.43838948172615,25.9278917502968,5.37
"6","Forest_ATT",6.44795643011248,24.6965098831136,7.24
"7","Forest_overlap",-13.3110845470633,16.1437218922023,32.07
"8","Forest_close_ATE",-6.58031237593,50.1109265138674,1.96
"9","Forest_close_ATT",-3.92283388222914,25.5951119053476,3.44
"10","Forest_close_overlap",-13.4843562216246,17.1480817529002,26.1
"11","Forest_very_close_ATE",-6.18776582705491,86.34010060702,1.68
"12","Forest_very_close_ATT",-8.30108397866328,31.2994041653148,3.97999999999999
"13","Forest_very_close_overlap",-13.5168819670778,18.9597756145171,18.56
"14","McCrary",NA,NA,100
