"","method","bias","rmse","coverage"
"1","RDD",-14.9606727660626,28.8977526697038,10.48
"2","RDD_half_bw",-24.9670441837717,41.1466422367164,12.51
"3","RDD_double_bw",-7.59024272685258,20.1840283036936,7.66
"4","OLS",11.411110128378,15.6832538733138,18.6
"5","Forest_ATE",-0.123886814579868,23.2895105877157,5.21
"6","Forest_ATT",0.650290526926963,23.2516152645607,5.56
"7","Forest_overlap",-1.77252691117944,9.25985493998517,5.57
"8","Forest_close_ATE",-2.54566852634429,39.0408844622143,1.59
"9","Forest_close_ATT",-1.66437495823871,23.9237734467739,3.25
"10","Forest_close_overlap",-2.75305012254096,10.4974029143806,5.82
"11","Forest_very_close_ATE",-4.79654568796626,62.1788892199317,1.41
"12","Forest_very_close_ATT",-3.65361388571883,28.8222525675777,3
"13","Forest_very_close_overlap",-3.84248582329364,13.1492129801998,6.06
"14","McCrary",NA,NA,98.12
