"","method","bias","rmse","coverage"
"1","RDD",-64.178949124403,70.9137635066198,63.22
"2","RDD_half_bw",-79.0195336657093,87.9808126940167,57.2
"3","RDD_double_bw",-49.1022876703865,54.2841178960292,62.14
"4","OLS",7.7900915475849,13.2746841723906,11.3
"5","Forest_ATE",0.675562478810459,24.7590347424589,5.34
"6","Forest_ATT",3.47244391472114,23.5731034967349,6.17
"7","Forest_overlap",-4.71203630987083,10.2494234013985,8.16
"8","Forest_close_ATE",-3.15416577477283,52.4729864748507,1.34
"9","Forest_close_ATT",-2.05521640838019,25.3663344330263,2.85
"10","Forest_close_overlap",-5.50003809889427,12.1604703671937,8.40999999999999
"11","Forest_very_close_ATE",-2.02666046215367,87.7787255874484,1.27
"12","Forest_very_close_ATT",-3.82068903382941,29.9465348610129,3.14
"13","Forest_very_close_overlap",-5.56926227639967,14.6132366051449,7.15
"14","McCrary",NA,NA,100
